,AGE,LENGTH,MAPSCOGRID,SLOPE,SUBAREA,DIAMETER,MATERIAL,PACP,SUBAREA_Encoded,MATERIAL_Encoded,MAPSCOGRID_Encoded
2635,18.4,147,103Q,0.0112,SC07_06,8,P.V.C.,1,221,6,27
2636,25.2,59,60V,0.1032,WF03_05,8,V.C.,2,321,8,427
2637,31.9,176,64X,0.013999999999999999,SC01_01,90,CONCRETE,3,184,2,524
2638,44.4,783,50W,0.0018,BF02_01,27,V.C.,2,4,8,373
2639,42.0,509,48C,0.0053,BF02_04,18,CONCRETE,3,7,2,320
2640,19.7,70,65M,0.1043,BF01_04,10,P.V.C.,1,3,6,531
2641,48.0,265,88D,0.0012,CF12_01,42,CONCRETE,2,111,2,843
2642,4.7,402,78Q,0.0033,SC11_02,8,P.V.C.,2,244,6,753
2643,46.6,276,65M,0.0018,BF01_04,36,CONCRETE,3,3,2,531
2644,11.3,97,78D,0.0049,SC10_07,8,P.V.C.,2,241,6,742
2645,5.6,158,80F,0.0146,VC01_03,8,P.V.C.,1,254,6,803
2646,6.9,141,63Z,0.0016,BF04_01,18,P.V.C.,2,15,6,500
2647,33.2,462,89K,0.004,CF05_03,8,V.C.,3,72,8,872
2648,35.4,1,74T,5.67,CF12_02,8,D.I.,3,112,3,660
2649,18.0,266,66C,0.0005,BF01_03,18,P.V.C.,1,2,6,544
2650,5.1,493,66C,0.005,BF01_03,8,P.V.C.,1,2,6,544
2651,0.0,288,80G,0.0237,VC04_02,8,P.V.C.,1,268,6,804
2652,38.8,609,46H,0.0066,MC04_04,18,V.C.,2,160,8,284
2653,47.8,351,88D,0.0027,CF12_01,42,CONCRETE,3,111,2,843
2654,11.3,112,78D,0.0532,SC10_07,8,P.V.C.,1,241,6,742
2655,88.4,129,76X,0.0438,CF03_05,12,CONCRETE,3,62,2,712
2656,12.0,373,76Q,0.0187,CF02_02,8,P.V.C.,1,54,6,705
2657,5.1,489,66C,0.0051,BF01_03,8,P.V.C.,1,2,6,544
2658,83.1,258,61D,0.0336,MC03_05,6,CONCRETE,3,154,2,433
2659,16.8,108,74Y,0.0044,CF12_02,16,D.I.,1,112,3,665
2660,60.0,407,73Y,0.0614,CF12_09,6,V.C.,2,119,8,641
2661,1.2,75,64T,0.0156,BF03_01,8,P.V.C.,1,8,6,521
2662,0.8,19,76F,0.0005,CF02_01,27,FIBERGLASS,1,53,4,696
2663,9.5,602,81F,0.0023,VC01_01,60,H.D.P.E.,1,252,5,820
2664,8.6,484,81J,0.0089,VC01_02,8,P.V.C.,1,253,6,822
2665,13.2,182,103J,0.0321,SC09_04,8,P.V.C.,2,232,6,21
2666,18.4,101,103Q,0.0203,SC07_06,8,P.V.C.,1,221,6,27
2667,6.7,228,49U,0.0038,BF02_02,10,P.V.C.,1,5,6,360
2668,44.4,133,49V,0.0024,BF02_02,27,V.C.,1,5,8,361
2669,44.4,88,49Q,0.0049,CF11_04,24,V.C.,1,107,8,356
2670,31.9,851,65M,0.0005,BF01_04,84,CONCRETE,2,3,2,531
2671,1.5,193,22T,0.0517,BF08_02,8,P.V.C.,1,38,6,181
2672,55.4,107,90T,0.0083,SC08_02,10,V.C.,2,224,8,914
2673,1.8,40,75Z,0.0405,CF04_06,8,P.V.C.,1,68,6,690
2674,9.5,39,35M,0.0041,BF09_02,12,P.V.C.,2,42,6,243
2675,7.5,545,80Q,0.0107,VC01_02,42,FIBERGLASS,3,253,4,812
2676,7.5,188,80Q,0.006999999999999999,VC01_02,42,FIBERGLASS,2,253,4,812
2677,7.8,112,62X,0.0036,WF02_01,8,P.V.C.,1,312,6,474
2678,9.7,102,36A,0.0218,BF08_02,8,P.V.C.,1,38,6,256
2679,16.2,521,58U,0.0173,WF05_03,8,P.V.C.,1,328,6,398
2680,22.1,156,79K,0.0071,VC06_03,8,P.V.C.,1,278,6,772
2681,96.4,15,76P,0.32,CF03_01,8,V.C.,5,58,8,704
2682,12.3,164,67U,0.0015,VC03_01,27,P.V.C.,1,263,6,578
2683,20.7,23,35M,0.0104,BF09_02,15,P.V.C.,1,42,6,243
2684,20.7,208,90S,0.0096,SC08_02,10,V.C.,1,224,8,913
2685,18.4,7,89T,1.7586,CF05_05,8,D.I.,2,74,3,880
2686,15.3,291,78T,0.0209,SC10_08,8,P.V.C.,1,242,6,756
2687,25.5,164,78T,0.0452,SC10_08,8,P.V.C.,2,242,6,756
2688,79.4,547,90A,0.0529,CF04_03,6,V.C.,4,65,8,897
2689,9.9,122,67Z,0.0633,VC01_01,8,P.V.C.,1,252,6,583
2690,28.8,650,81J,0.0006,VC01_02,54,CONCRETE,1,253,2,822
2691,9.7,285,36A,0.0074,BF08_02,8,P.V.C.,1,38,6,256
2692,9.7,377,36A,0.0067,BF08_02,8,P.V.C.,1,38,6,256
2693,9.7,414,36A,0.005,BF08_02,8,P.V.C.,1,38,6,256
2694,31.9,278,58T,0.023,WF05_03,6,V.C.,2,328,8,397
2695,32.2,271,58T,0.0251,WF05_03,8,V.C.,1,328,8,397
2696,9.9,358,103W,0.0045,CF09_03,8,P.V.C.,1,96,6,33
2697,9.9,137,103W,0.0039,CF09_03,8,P.V.C.,1,96,6,33
2698,9.9,330,103W,0.01,CF09_03,8,P.V.C.,1,96,6,33
2699,36.3,123,119C,0.0228,VC11_02,8,V.C.,2,301,8,107
2700,0.4,231,90V,0.0275,SC08_01,8,P.V.C.,1,223,6,916
2701,10.5,691,75R,0.001,CF04_01,48,CONCRETE,2,63,2,682
2702,51.2,700,75R,0.001,CF11_01,48,CONCRETE,2,104,2,682
2703,51.2,350,75R,0.0008,CF11_01,48,CONCRETE,2,104,2,682
2704,14.8,507,31H,0.0013,MC05_05,36,P.V.C.,3,166,6,191
2705,30.2,573,66S,0.0234,VC02_03,8,P.V.C.,2,260,6,557
2706,22.8,173,66S,0.0293,VC02_03,8,P.V.C.,2,260,6,557
2707,17.7,11,103D,0.0327,SC08_06,6,V.C.,2,228,8,16
2708,13.2,201,103J,0.0153,SC09_04,8,P.V.C.,2,232,6,21
2709,57.4,250,76G,0.0008,CF02_01,33,CONCRETE,2,53,2,697
2710,2.9,107,78S,0.0234,SC10_08,8,P.V.C.,1,242,6,755
2711,9.7,555,80F,0.0084,VC01_03,8,D.I.,1,254,3,803
2712,30.1,22,67Z,0.3523,VC01_01,8,D.I.,1,252,3,583
2713,28.8,277,81J,0.0006,VC01_02,54,CONCRETE,1,253,2,822
2714,20.7,91,90S,0.0048,SC08_02,10,P.V.C.,1,224,6,913
2715,6.2,316,60R,0.0064,WF03_05,8,P.V.C.,1,321,6,425
2716,59.6,204,60Q,0.0007,WF03_05,24,CONCRETE,3,321,2,424
2717,14.8,72,49G,0.0038,BF02_02,8,D.I.,2,5,3,348
2718,89.9,67,76L,0.0121,CF02_01,27,CONCRETE,4,53,2,701
2719,35.0,161,49Q,0.0029,BF02_02,24,V.C.,1,5,8,356
2720,44.2,499,49K,0.0028,BF02_03,24,V.C.,3,6,8,351
2721,43.4,1036,64M,0.0014,BF02_01,39,CONCRETE,4,4,2,515
2722,44.1,285,50W,0.0002,BF02_01,30,CONCRETE,2,4,2,373
2723,28.7,31,65M,0.0413,BF01_04,54,CONCRETE,3,3,2,531
2724,6.5,121,22T,0.004,BF08_02,8,P.V.C.,1,38,6,181
2725,55.3,138,90S,0.0197,SC08_02,8,V.C.,2,224,8,913
2726,86.5,280,75M,0.006999999999999999,CF10_05,8,CONCRETE,2,103,2,678
2727,5.6,195,80K,0.0066,VC01_03,8,P.V.C.,1,254,6,807
2728,0.6,78,76E,0.024,CF10_02,21,P.V.C.,1,100,6,695
2729,3.6,567,90X,0.0082,SC08_03,8,P.V.C.,1,225,6,918
2730,6.0,491,66C,0.0053,BF01_03,8,P.V.C.,1,2,6,544
2731,60.1,1092,67Z,0.0008,VC01_01,48,CONCRETE,2,252,2,583
2732,3.5,850,93L,0.0001,VC09_05,54,FIBERGLASS,2,294,4,969
2733,20.7,82,90T,0.0012,SC08_02,10,P.V.C.,1,224,6,914
2734,60.3,38,67Z,0.0024,VC01_01,48,CONCRETE,3,252,2,583
2735,55.3,298,90S,0.0193,SC08_02,8,V.C.,3,224,8,913
2736,8.8,29,81J,0.0966,VC01_02,60,FIBERGLASS,1,253,4,822
2737,20.7,10,90T,0.011000000000000001,SC08_02,10,P.V.C.,1,224,6,914
2738,16.9,121,103J,0.0139,CF09_05,8,P.V.C.,2,98,6,21
2739,13.2,192,103K,0.0045,SC09_04,8,P.V.C.,2,232,6,22
2740,9.9,142,103W,0.004,CF09_03,8,P.V.C.,1,96,6,33
2741,9.9,497,103W,0.0036,CF09_03,8,P.V.C.,1,96,6,33
2742,9.7,403,36A,0.012,BF08_02,8,P.V.C.,1,38,6,256
2743,18.5,168,103Q,0.0455,SC07_06,8,P.V.C.,1,221,6,27
2744,6.2,251,60R,0.0085,WF03_05,8,P.V.C.,1,321,6,425
2745,6.2,138,60Q,0.0028,WF03_05,10,P.V.C.,1,321,6,424
2746,9.7,504,36A,0.0241,BF08_02,8,P.V.C.,1,38,6,256
2747,85.5,13,63Z,0.0454,BF04_01,18,CONCRETE,4,15,2,500
2748,0.0,169,61B,0.0036,WF01_04,8,P.V.C.,1,309,6,431
2749,13.7,365,65T,0.0002,VC05_01,18,D.I.,2,271,3,537
2750,60.2,660,67Z,0.0017,VC01_01,48,CONCRETE,3,252,2,583
2751,60.0,16,67Y,0.0006,VC01_01,48,CONCRETE,1,252,2,582
2752,56.7,187,61B,0.0431,WF01_04,6,V.C.,3,309,8,431
2753,45.6,176,75J,0.0442,CF11_02,12,V.C.,2,105,8,675
2754,13.8,238,65Y,0.0201,VC05_02,18,P.V.C.,2,272,6,542
2755,9.9,266,103W,0.0222,CF09_03,8,P.V.C.,1,96,6,33
2756,9.7,358,36A,0.0249,BF08_02,8,P.V.C.,1,38,6,256
2757,14.5,160,58U,0.0375,WF05_03,8,P.V.C.,1,328,6,398
2758,36.7,504,58W,0.0099,WF05_04,6,V.C.,2,329,8,400
2759,7.8,21,75J,0.1629,CF11_02,8,P.V.C.,2,105,6,675
2760,29.3,701,80R,0.0069,VC01_02,36,CONCRETE,2,253,2,813
2761,16.9,254,103J,0.0239,CF09_05,8,P.V.C.,2,98,6,21
2762,17.6,218,103U,0.0238,SC07_06,8,P.V.C.,1,221,6,31
2763,15.4,250,103P,0.027999999999999997,CF09_05,8,P.V.C.,2,98,6,26
2764,31.6,271,103J,0.0351,CF09_04,6,P.V.C.,1,97,6,21
2765,9.9,237,103W,0.0404,CF09_03,8,P.V.C.,1,96,6,33
2766,31.7,10,49C,0.024,BF05_02,8,P.V.C.,2,21,6,344
2767,9.7,276,36A,0.0212,BF08_02,8,P.V.C.,1,38,6,256
2768,12.2,130,58T,0.1042,WF05_03,8,P.V.C.,1,328,6,397
2769,14.5,441,58U,0.0166,WF05_03,8,P.V.C.,1,328,6,398
2770,36.5,86,58X,0.2327,WF05_02,6,V.C.,2,327,8,401
2771,1.6,76,76G,0.0138,CF02_01,10,D.I.,2,53,3,697
2772,1.6,271,76G,0.0151,CF02_01,10,P.V.C.,1,53,6,697
2773,54.6,200,90S,0.0355,SC08_02,6,V.C.,3,224,8,913
2774,18.4,334,103Q,0.0115,SC07_06,8,P.V.C.,1,221,6,27
2775,31.6,496,103J,0.0238,CF09_04,6,P.V.C.,1,97,6,21
2776,89.9,44,76G,0.0016,CF02_01,30,CONCRETE,2,53,2,697
2777,35.5,382,103L,0.006999999999999999,SC07_04,6,V.C.,1,219,8,23
2778,9.6,30,67Z,0.0007,VC01_01,72,FIBERGLASS,1,252,4,583
2779,9.6,34,81G,0.0018,VC01_01,72,H.D.P.E.,1,252,5,821
2780,16.2,78,65T,0.0036,VC05_01,24,D.I.,1,271,3,537
2781,62.2,448,67U,0.0021,VC03_01,30,CONCRETE,1,263,2,578
2782,62.2,215,67U,0.0019,VC03_01,27,CONCRETE,3,263,2,578
2783,74.8,223,79K,0.0083,VC06_03,8,V.C.,3,278,8,772
2784,16.2,293,65Y,0.004,VC05_01,24,P.V.C.,2,271,6,542
2785,13.8,284,65Y,0.0104,VC05_02,18,P.V.C.,2,272,6,542
2786,4.0,402,79F,0.0128,VC06_03,10,P.V.C.,1,278,6,768
2787,42.5,82,67U,0.0122,VC03_01,10,V.C.,2,263,8,578
2788,12.3,119,67Y,0.0017,VC03_01,27,P.V.C.,2,263,6,582
2789,62.3,470,67X,0.0033,VC03_01,27,CONCRETE,3,263,2,581
2790,18.7,551,67X,0.004,VC03_02,8,P.V.C.,1,264,6,581
2791,62.2,368,67W,0.0042,VC03_02,24,V.C.,4,264,8,580
2792,58.3,78,66W,0.0322,VC04_04,6,D.I.,2,270,3,561
2793,12.9,221,58U,0.0525,WF05_03,8,P.V.C.,1,328,6,398
2794,15.3,65,78T,0.0168,SC10_08,8,P.V.C.,1,242,6,756
2795,54.6,481,90S,0.0158,SC08_02,6,V.C.,3,224,8,913
2796,13.0,353,58U,0.0581,WF05_03,8,P.V.C.,1,328,6,398
2797,54.9,444,80D,0.0137,VC03_03,18,CONCRETE,3,265,2,801
2798,28.8,50,81J,0.0006,VC01_02,54,CONCRETE,1,253,2,822
2799,29.3,1075,80R,0.0102,VC01_02,36,CONCRETE,3,253,2,813
2800,22.3,1280,93G,0.0005,VC09_01,54,CONCRETE,2,290,2,966
2801,45.6,186,75J,0.0007,CF11_02,12,V.C.,2,105,8,675
2802,16.2,688,65U,0.0041,VC05_01,24,P.V.C.,2,271,6,538
2803,7.2,293,90S,0.008,SC08_02,8,P.V.C.,1,224,6,913
2804,20.7,81,90S,0.0101,SC08_02,10,V.C.,1,224,8,913
2805,47.4,153,74J,0.0813,WF04_03,6,CONCRETE,2,324,2,651
2806,60.2,1462,67V,0.0003,VC01_01,48,CONCRETE,3,252,2,579
2807,30.5,160,67Z,0.0283,VC01_01,8,P.V.C.,1,252,6,583
2808,35.0,464,58X,0.0427,WF05_03,6,V.C.,1,328,8,401
2809,7.5,450,32Q,0.004,MC07_02,8,P.V.C.,2,175,6,207
2810,7.5,129,32Q,0.0195,MC07_02,8,P.V.C.,2,175,6,207
2811,20.7,128,90T,0.0041,SC08_02,10,P.V.C.,1,224,6,914
2812,14.1,41,32Q,0.0054,MC07_02,8,P.V.C.,2,175,6,207
2813,8.0,50,80Q,0.0222,VC01_02,42,FIBERGLASS,1,253,4,812
